word,verse_num,cantica,canto,rhyme?,start_quote,end_quote,stop_word,rhyme_scheme
nel,1,Inferno,1,0,0,0,0,
mezzo,1,Inferno,1,0,0,0,1,
del,1,Inferno,1,0,0,0,1,
cammin,1,Inferno,1,0,0,0,0,
di,1,Inferno,1,0,0,0,1,
nostra,1,Inferno,1,0,0,0,1,
vita,1,Inferno,1,1,0,0,1,ita
mi,2,Inferno,1,0,0,0,1,
ritrovai,2,Inferno,1,0,0,0,0,
per,2,Inferno,1,0,0,0,1,
una,2,Inferno,1,0,0,0,1,
selva,2,Inferno,1,0,0,0,0,
oscura,2,Inferno,1,1,0,0,0,ura
ché,3,Inferno,1,0,0,0,1,
la,3,Inferno,1,0,0,0,1,
diritta,3,Inferno,1,0,0,0,0,
via,3,Inferno,1,0,0,0,0,
era,3,Inferno,1,0,0,0,1,
smarrita,3,Inferno,1,1,0,0,0,ita
ahi,4,Inferno,1,0,0,0,0,
quanto,4,Inferno,1,0,0,0,1,
a,4,Inferno,1,0,0,0,1,
dir,4,Inferno,1,0,0,0,0,
qual,4,Inferno,1,0,0,0,1,
era,4,Inferno,1,0,0,0,1,
è,4,Inferno,1,0,0,0,1,
cosa,4,Inferno,1,0,0,0,1,
dura,4,Inferno,1,1,0,0,0,ura
esta,5,Inferno,1,0,0,0,0,
selva,5,Inferno,1,0,0,0,0,
selvaggia,5,Inferno,1,0,0,0,0,
e,5,Inferno,1,0,0,0,1,
aspra,5,Inferno,1,0,0,0,0,
e,5,Inferno,1,0,0,0,1,
forte,5,Inferno,1,1,0,0,0,orte
che,6,Inferno,1,0,0,0,1,
nel,6,Inferno,1,0,0,0,1,
pensier,6,Inferno,1,0,0,0,0,
rinova,6,Inferno,1,0,0,0,0,
la,6,Inferno,1,0,0,0,1,
paura,6,Inferno,1,1,0,0,0,ura
tant',7,Inferno,1,0,0,0,0,
è,7,Inferno,1,0,0,0,1,
amara,7,Inferno,1,0,0,0,0,
che,7,Inferno,1,0,0,0,1,
poco,7,Inferno,1,0,0,0,1,
è,7,Inferno,1,0,0,0,1,
più,7,Inferno,1,0,0,0,1,
morte,7,Inferno,1,1,0,0,0,orte
ma,8,Inferno,1,0,0,0,1,
per,8,Inferno,1,0,0,0,1,
trattar,8,Inferno,1,0,0,0,0,
del,8,Inferno,1,0,0,0,1,
ben,8,Inferno,1,0,0,0,1,
ch'i',8,Inferno,1,0,0,0,1,
vi,8,Inferno,1,0,0,0,1,
trovai,8,Inferno,1,1,0,0,0,ai
dirò,9,Inferno,1,0,0,0,0,
de,9,Inferno,1,0,0,0,1,
l'altre,9,Inferno,1,0,0,0,0,
cose,9,Inferno,1,0,0,0,0,
ch'i',9,Inferno,1,0,0,0,1,
v'ho,9,Inferno,1,0,0,0,0,
scorte,9,Inferno,1,1,0,0,0,orte
io,10,Inferno,1,0,0,0,0,
non,10,Inferno,1,0,0,0,1,
so,10,Inferno,1,0,0,0,0,
ben,10,Inferno,1,0,0,0,1,
ridir,10,Inferno,1,0,0,0,0,
com',10,Inferno,1,0,0,0,1,
i',10,Inferno,1,0,0,0,0,
v'intrai,10,Inferno,1,1,0,0,0,ai
tant',11,Inferno,1,0,0,0,0,
era,11,Inferno,1,0,0,0,1,
pien,11,Inferno,1,0,0,0,0,
di,11,Inferno,1,0,0,0,1,
sonno,11,Inferno,1,0,0,0,0,
a,11,Inferno,1,0,0,0,1,
quel,11,Inferno,1,0,0,0,1,
punto,11,Inferno,1,1,0,0,0,unto
che,12,Inferno,1,0,0,0,1,
la,12,Inferno,1,0,0,0,1,
verace,12,Inferno,1,0,0,0,0,
via,12,Inferno,1,0,0,0,0,
abbandonai,12,Inferno,1,1,0,0,0,ai
ma,13,Inferno,1,0,0,0,0,
poi,13,Inferno,1,0,0,0,1,
ch'i',13,Inferno,1,0,0,0,1,
fui,13,Inferno,1,0,0,0,1,
al,13,Inferno,1,0,0,0,1,
piè,13,Inferno,1,0,0,0,0,
d'un,13,Inferno,1,0,0,0,0,
colle,13,Inferno,1,0,0,0,0,
giunto,13,Inferno,1,1,0,0,0,unto
là,14,Inferno,1,0,0,0,1,
dove,14,Inferno,1,0,0,0,1,
terminava,14,Inferno,1,0,0,0,0,
quella,14,Inferno,1,0,0,0,1,
valle,14,Inferno,1,1,0,0,0,alle
che,15,Inferno,1,0,0,0,1,
m'avea,15,Inferno,1,0,0,0,0,
di,15,Inferno,1,0,0,0,1,
paura,15,Inferno,1,0,0,0,0,
il,15,Inferno,1,0,0,0,1,
cor,15,Inferno,1,0,0,0,0,
compunto,15,Inferno,1,1,0,0,0,unto
guardai,16,Inferno,1,0,0,0,0,
in,16,Inferno,1,0,0,0,1,
alto,16,Inferno,1,0,0,0,0,
e,16,Inferno,1,0,0,0,1,
vidi,16,Inferno,1,0,0,0,0,
le,16,Inferno,1,0,0,0,1,
sue,16,Inferno,1,0,0,0,1,
spalle,16,Inferno,1,1,0,0,0,alle
vestite,17,Inferno,1,0,0,0,0,
già,17,Inferno,1,0,0,0,1,
de',17,Inferno,1,0,0,0,0,
raggi,17,Inferno,1,0,0,0,0,
del,17,Inferno,1,0,0,0,1,
pianeta,17,Inferno,1,1,0,0,0,eta
che,18,Inferno,1,0,0,0,1,
mena,18,Inferno,1,0,0,0,0,
dritto,18,Inferno,1,0,0,0,0,
altrui,18,Inferno,1,0,0,0,1,
per,18,Inferno,1,0,0,0,1,
ogne,18,Inferno,1,0,0,0,0,
calle,18,Inferno,1,1,0,0,0,alle
allor,19,Inferno,1,0,0,0,0,
fu,19,Inferno,1,0,0,0,1,
la,19,Inferno,1,0,0,0,1,
paura,19,Inferno,1,0,0,0,0,
un,19,Inferno,1,0,0,0,1,
poco,19,Inferno,1,0,0,0,1,
queta,19,Inferno,1,1,0,0,0,eta
che,20,Inferno,1,0,0,0,1,
nel,20,Inferno,1,0,0,0,1,
lago,20,Inferno,1,0,0,0,0,
del,20,Inferno,1,0,0,0,1,
cor,20,Inferno,1,0,0,0,0,
m'era,20,Inferno,1,0,0,0,0,
durata,20,Inferno,1,1,0,0,0,ata
la,21,Inferno,1,0,0,0,1,
notte,21,Inferno,1,0,0,0,0,
ch'i',21,Inferno,1,0,0,0,1,
passai,21,Inferno,1,0,0,0,0,
con,21,Inferno,1,0,0,0,1,
tanta,21,Inferno,1,0,0,0,0,
pieta,21,Inferno,1,1,0,0,0,eta
e,22,Inferno,1,0,0,0,0,
come,22,Inferno,1,0,0,0,1,
quei,22,Inferno,1,0,0,0,0,
che,22,Inferno,1,0,0,0,1,
con,22,Inferno,1,0,0,0,1,
lena,22,Inferno,1,0,0,0,0,
affannata,22,Inferno,1,1,0,0,0,ata
uscito,23,Inferno,1,0,0,0,0,
fuor,23,Inferno,1,0,0,0,0,
del,23,Inferno,1,0,0,0,1,
pelago,23,Inferno,1,0,0,0,0,
a,23,Inferno,1,0,0,0,1,
la,23,Inferno,1,0,0,0,1,
riva,23,Inferno,1,1,0,0,0,iva
si,24,Inferno,1,0,0,0,1,
volge,24,Inferno,1,0,0,0,0,
a,24,Inferno,1,0,0,0,1,
l'acqua,24,Inferno,1,0,0,0,0,
perigliosa,24,Inferno,1,0,0,0,0,
e,24,Inferno,1,0,0,0,1,
guata,24,Inferno,1,1,0,0,0,ata
così,25,Inferno,1,0,0,0,1,
l'animo,25,Inferno,1,0,0,0,0,
mio,25,Inferno,1,0,0,0,1,
ch'ancor,25,Inferno,1,0,0,0,0,
fuggiva,25,Inferno,1,1,0,0,0,iva
si,26,Inferno,1,0,0,0,1,
volse,26,Inferno,1,0,0,0,0,
a,26,Inferno,1,0,0,0,1,
retro,26,Inferno,1,0,0,0,0,
a,26,Inferno,1,0,0,0,1,
rimirar,26,Inferno,1,0,0,0,0,
lo,26,Inferno,1,0,0,0,1,
passo,26,Inferno,1,1,0,0,0,asso
che,27,Inferno,1,0,0,0,1,
non,27,Inferno,1,0,0,0,1,
lasciò,27,Inferno,1,0,0,0,0,
già,27,Inferno,1,0,0,0,1,
mai,27,Inferno,1,0,0,0,1,
persona,27,Inferno,1,0,0,0,0,
viva,27,Inferno,1,1,0,0,0,iva
poi,28,Inferno,1,0,0,0,0,
ch'èi,28,Inferno,1,0,0,0,0,
posato,28,Inferno,1,0,0,0,0,
un,28,Inferno,1,0,0,0,1,
poco,28,Inferno,1,0,0,0,1,
il,28,Inferno,1,0,0,0,1,
corpo,28,Inferno,1,0,0,0,0,
lasso,28,Inferno,1,1,0,0,0,asso
ripresi,29,Inferno,1,0,0,0,0,
via,29,Inferno,1,0,0,0,0,
per,29,Inferno,1,0,0,0,1,
la,29,Inferno,1,0,0,0,1,
piaggia,29,Inferno,1,0,0,0,0,
diserta,29,Inferno,1,1,0,0,0,erta
sì,30,Inferno,1,0,0,0,1,
che,30,Inferno,1,0,0,0,1,
'l,30,Inferno,1,0,0,0,1,
piè,30,Inferno,1,0,0,0,0,
fermo,30,Inferno,1,0,0,0,0,
sempre,30,Inferno,1,0,0,0,1,
era,30,Inferno,1,0,0,0,1,
'l,30,Inferno,1,0,0,0,1,
più,30,Inferno,1,0,0,0,1,
basso,30,Inferno,1,1,0,0,0,asso
ed,31,Inferno,1,0,0,0,0,
ecco,31,Inferno,1,0,0,0,1,
quasi,31,Inferno,1,0,0,0,1,
al,31,Inferno,1,0,0,0,1,
cominciar,31,Inferno,1,0,0,0,0,
de,31,Inferno,1,0,0,0,1,
l'erta,31,Inferno,1,1,0,0,0,erta
una,32,Inferno,1,0,0,0,1,
lonza,32,Inferno,1,0,0,0,0,
leggiera,32,Inferno,1,0,0,0,0,
e,32,Inferno,1,0,0,0,1,
presta,32,Inferno,1,0,0,0,0,
molto,32,Inferno,1,1,0,0,1,olto
che,33,Inferno,1,0,0,0,1,
di,33,Inferno,1,0,0,0,1,
pel,33,Inferno,1,0,0,0,0,
macolato,33,Inferno,1,0,0,0,0,
era,33,Inferno,1,0,0,0,1,
coverta,33,Inferno,1,1,0,0,0,erta
e,34,Inferno,1,0,0,0,1,
non,34,Inferno,1,0,0,0,1,
mi,34,Inferno,1,0,0,0,1,
si,34,Inferno,1,0,0,0,1,
partia,34,Inferno,1,0,0,0,0,
dinanzi,34,Inferno,1,0,0,0,0,
al,34,Inferno,1,0,0,0,1,
volto,34,Inferno,1,1,0,0,0,olto
anzi,35,Inferno,1,0,0,0,0,
'mpediva,35,Inferno,1,0,0,0,0,
tanto,35,Inferno,1,0,0,0,1,
il,35,Inferno,1,0,0,0,1,
mio,35,Inferno,1,0,0,0,1,
cammino,35,Inferno,1,1,0,0,0,ino
ch'i',36,Inferno,1,0,0,0,1,
fui,36,Inferno,1,0,0,0,1,
per,36,Inferno,1,0,0,0,1,
ritornar,36,Inferno,1,0,0,0,0,
più,36,Inferno,1,0,0,0,1,
volte,36,Inferno,1,0,0,0,1,
vòlto,36,Inferno,1,1,0,0,0,òlto
temp',37,Inferno,1,0,0,0,0,
era,37,Inferno,1,0,0,0,1,
dal,37,Inferno,1,0,0,0,1,
principio,37,Inferno,1,0,0,0,0,
del,37,Inferno,1,0,0,0,1,
mattino,37,Inferno,1,1,0,0,0,ino
e,38,Inferno,1,0,0,0,1,
'l,38,Inferno,1,0,0,0,1,
sol,38,Inferno,1,0,0,0,0,
montava,38,Inferno,1,0,0,0,0,
'n,38,Inferno,1,0,0,0,0,
sù,38,Inferno,1,0,0,0,0,
con,38,Inferno,1,0,0,0,1,
quelle,38,Inferno,1,0,0,0,1,
stelle,38,Inferno,1,1,0,0,0,elle
ch'eran,39,Inferno,1,0,0,0,0,
con,39,Inferno,1,0,0,0,1,
lui,39,Inferno,1,0,0,0,1,
quando,39,Inferno,1,0,0,0,1,
l'amor,39,Inferno,1,0,0,0,0,
divino,39,Inferno,1,1,0,0,0,ino
mosse,40,Inferno,1,0,0,0,0,
di,40,Inferno,1,0,0,0,1,
prima,40,Inferno,1,0,0,0,1,
quelle,40,Inferno,1,0,0,0,1,
cose,40,Inferno,1,0,0,0,0,
belle,40,Inferno,1,1,0,0,0,elle
sì,41,Inferno,1,0,0,0,1,
ch'a,41,Inferno,1,0,0,0,0,
bene,41,Inferno,1,0,0,0,1,
sperar,41,Inferno,1,0,0,0,0,
m'era,41,Inferno,1,0,0,0,0,
cagione,41,Inferno,1,1,0,0,0,one
di,42,Inferno,1,0,0,0,1,
quella,42,Inferno,1,0,0,0,1,
fiera,42,Inferno,1,0,0,0,0,
a,42,Inferno,1,0,0,0,1,
la,42,Inferno,1,0,0,0,1,
gaetta,42,Inferno,1,0,0,0,0,
pelle,42,Inferno,1,1,0,0,0,elle
l'ora,43,Inferno,1,0,0,0,0,
del,43,Inferno,1,0,0,0,1,
tempo,43,Inferno,1,0,0,0,1,
e,43,Inferno,1,0,0,0,1,
la,43,Inferno,1,0,0,0,1,
dolce,43,Inferno,1,0,0,0,0,
stagione,43,Inferno,1,1,0,0,0,one
ma,44,Inferno,1,0,0,0,1,
non,44,Inferno,1,0,0,0,1,
sì,44,Inferno,1,0,0,0,1,
che,44,Inferno,1,0,0,0,1,
paura,44,Inferno,1,0,0,0,0,
non,44,Inferno,1,0,0,0,1,
mi,44,Inferno,1,0,0,0,1,
desse,44,Inferno,1,1,0,0,0,esse
la,45,Inferno,1,0,0,0,1,
vista,45,Inferno,1,0,0,0,0,
che,45,Inferno,1,0,0,0,1,
m'apparve,45,Inferno,1,0,0,0,0,
d'un,45,Inferno,1,0,0,0,0,
leone,45,Inferno,1,1,0,0,0,one
questi,46,Inferno,1,0,0,0,0,
parea,46,Inferno,1,0,0,0,0,
che,46,Inferno,1,0,0,0,1,
contra,46,Inferno,1,0,0,0,0,
me,46,Inferno,1,0,0,0,1,
venisse,46,Inferno,1,1,0,0,0,isse
con,47,Inferno,1,0,0,0,1,
la,47,Inferno,1,0,0,0,1,
test',47,Inferno,1,0,0,0,0,
alta,47,Inferno,1,0,0,0,0,
e,47,Inferno,1,0,0,0,1,
con,47,Inferno,1,0,0,0,1,
rabbiosa,47,Inferno,1,0,0,0,0,
fame,47,Inferno,1,1,0,0,0,ame
sì,48,Inferno,1,0,0,0,1,
che,48,Inferno,1,0,0,0,1,
parea,48,Inferno,1,0,0,0,0,
che,48,Inferno,1,0,0,0,1,
l'aere,48,Inferno,1,0,0,0,0,
ne,48,Inferno,1,0,0,0,1,
tremesse,48,Inferno,1,1,0,0,0,esse
ed,49,Inferno,1,0,0,0,0,
una,49,Inferno,1,0,0,0,1,
lupa,49,Inferno,1,0,0,0,0,
che,49,Inferno,1,0,0,0,1,
di,49,Inferno,1,0,0,0,1,
tutte,49,Inferno,1,0,0,0,1,
brame,49,Inferno,1,1,0,0,0,ame
sembiava,50,Inferno,1,0,0,0,0,
carca,50,Inferno,1,0,0,0,0,
ne,50,Inferno,1,0,0,0,1,
la,50,Inferno,1,0,0,0,1,
sua,50,Inferno,1,0,0,0,1,
magrezza,50,Inferno,1,1,0,0,0,ezza
e,51,Inferno,1,0,0,0,1,
molte,51,Inferno,1,0,0,0,0,
genti,51,Inferno,1,0,0,0,0,
fé,51,Inferno,1,0,0,0,0,
già,51,Inferno,1,0,0,0,1,
viver,51,Inferno,1,0,0,0,0,
grame,51,Inferno,1,1,0,0,0,ame
questa,52,Inferno,1,0,0,0,1,
mi,52,Inferno,1,0,0,0,1,
porse,52,Inferno,1,0,0,0,0,
tanto,52,Inferno,1,0,0,0,1,
di,52,Inferno,1,0,0,0,1,
gravezza,52,Inferno,1,1,0,0,0,ezza
con,53,Inferno,1,0,0,0,1,
la,53,Inferno,1,0,0,0,1,
paura,53,Inferno,1,0,0,0,0,
ch'uscia,53,Inferno,1,0,0,0,0,
di,53,Inferno,1,0,0,0,1,
sua,53,Inferno,1,0,0,0,1,
vista,53,Inferno,1,1,0,0,0,ista
ch'io,54,Inferno,1,0,0,0,1,
perdei,54,Inferno,1,0,0,0,0,
la,54,Inferno,1,0,0,0,1,
speranza,54,Inferno,1,0,0,0,0,
de,54,Inferno,1,0,0,0,1,
l'altezza,54,Inferno,1,1,0,0,0,ezza
e,55,Inferno,1,0,0,0,0,
qual,55,Inferno,1,0,0,0,1,
è,55,Inferno,1,0,0,0,1,
quei,55,Inferno,1,0,0,0,0,
che,55,Inferno,1,0,0,0,1,
volontieri,55,Inferno,1,0,0,0,0,
acquista,55,Inferno,1,1,0,0,0,ista
e,56,Inferno,1,0,0,0,1,
giugne,56,Inferno,1,0,0,0,0,
'l,56,Inferno,1,0,0,0,1,
tempo,56,Inferno,1,0,0,0,1,
che,56,Inferno,1,0,0,0,1,
perder,56,Inferno,1,0,0,0,0,
lo,56,Inferno,1,0,0,0,1,
face,56,Inferno,1,1,0,0,0,ace
che,57,Inferno,1,0,0,0,1,
'n,57,Inferno,1,0,0,0,0,
tutti,57,Inferno,1,0,0,0,1,
suoi,57,Inferno,1,0,0,0,1,
pensier,57,Inferno,1,0,0,0,0,
piange,57,Inferno,1,0,0,0,0,
e,57,Inferno,1,0,0,0,1,
s'attrista,57,Inferno,1,1,0,0,0,ista
tal,58,Inferno,1,0,0,0,1,
mi,58,Inferno,1,0,0,0,1,
fece,58,Inferno,1,0,0,0,1,
la,58,Inferno,1,0,0,0,1,
bestia,58,Inferno,1,0,0,0,0,
sanza,58,Inferno,1,0,0,0,0,
pace,58,Inferno,1,1,0,0,0,ace
che,59,Inferno,1,0,0,0,1,
venendomi,59,Inferno,1,0,0,0,0,
'ncontro,59,Inferno,1,0,0,0,0,
a,59,Inferno,1,0,0,0,1,
poco,59,Inferno,1,1,0,0,1,oco
a,59,Inferno,1,0,0,0,1,
poco,59,Inferno,1,1,0,0,1,oco
mi,60,Inferno,1,0,0,0,1,
ripigneva,60,Inferno,1,0,0,0,0,
là,60,Inferno,1,0,0,0,1,
dove,60,Inferno,1,0,0,0,1,
'l,60,Inferno,1,0,0,0,1,
sol,60,Inferno,1,0,0,0,0,
tace,60,Inferno,1,1,0,0,0,ace
mentre,61,Inferno,1,0,0,0,0,
ch'i',61,Inferno,1,0,0,0,1,
rovinava,61,Inferno,1,0,0,0,0,
in,61,Inferno,1,0,0,0,1,
basso,61,Inferno,1,0,0,0,0,
loco,61,Inferno,1,1,0,0,0,oco
dinanzi,62,Inferno,1,0,0,0,0,
a,62,Inferno,1,0,0,0,1,
li,62,Inferno,1,0,0,0,1,
occhi,62,Inferno,1,0,0,0,0,
mi,62,Inferno,1,0,0,0,1,
si,62,Inferno,1,0,0,0,1,
fu,62,Inferno,1,0,0,0,1,
offerto,62,Inferno,1,1,0,0,0,erto
chi,63,Inferno,1,0,0,0,1,
per,63,Inferno,1,0,0,0,1,
lungo,63,Inferno,1,0,0,0,1,
silenzio,63,Inferno,1,0,0,0,0,
parea,63,Inferno,1,0,0,0,0,
fioco,63,Inferno,1,1,0,0,0,oco
quando,64,Inferno,1,0,0,0,0,
vidi,64,Inferno,1,0,0,0,0,
costui,64,Inferno,1,0,0,0,0,
nel,64,Inferno,1,0,0,0,1,
gran,64,Inferno,1,0,0,0,0,
diserto,64,Inferno,1,1,0,0,0,erto
miserere,65,Inferno,1,0,1,0,0,
di,65,Inferno,1,0,0,0,1,
me,65,Inferno,1,0,0,1,1,
gridai,65,Inferno,1,0,0,0,0,
a,65,Inferno,1,0,0,0,1,
lui,65,Inferno,1,1,0,0,1,ui
qual,66,Inferno,1,0,1,0,1,
che,66,Inferno,1,0,0,0,1,
tu,66,Inferno,1,0,0,0,1,
sii,66,Inferno,1,0,0,0,0,
od,66,Inferno,1,0,0,0,1,
ombra,66,Inferno,1,0,0,0,0,
od,66,Inferno,1,0,0,0,1,
omo,66,Inferno,1,0,0,0,0,
certo,66,Inferno,1,0,0,1,1,
rispuosemi,67,Inferno,1,0,0,0,0,
non,67,Inferno,1,0,1,0,0,
omo,67,Inferno,1,0,0,0,0,
omo,67,Inferno,1,0,0,0,0,
già,67,Inferno,1,0,0,0,1,
fui,67,Inferno,1,1,0,0,1,ui
e,68,Inferno,1,0,0,0,1,
li,68,Inferno,1,0,0,0,1,
parenti,68,Inferno,1,0,0,0,0,
miei,68,Inferno,1,0,0,0,1,
furon,68,Inferno,1,0,0,0,0,
lombardi,68,Inferno,1,1,0,0,0,ardi
mantoani,69,Inferno,1,0,0,0,0,
per,69,Inferno,1,0,0,0,1,
patrïa,69,Inferno,1,0,0,0,0,
ambedui,69,Inferno,1,1,0,0,0,ui
nacqui,70,Inferno,1,0,0,0,0,
sub,70,Inferno,1,0,0,0,0,
iulio,70,Inferno,1,0,0,0,0,
ancor,70,Inferno,1,0,0,0,1,
che,70,Inferno,1,0,0,0,1,
fosse,70,Inferno,1,0,0,0,1,
tardi,70,Inferno,1,1,0,0,0,ardi
e,71,Inferno,1,0,0,0,1,
vissi,71,Inferno,1,0,0,0,0,
a,71,Inferno,1,0,0,0,1,
roma,71,Inferno,1,0,0,0,0,
sotto,71,Inferno,1,0,0,0,1,
'l,71,Inferno,1,0,0,0,1,
buono,71,Inferno,1,0,0,0,1,
augusto,71,Inferno,1,1,0,0,0,usto
nel,72,Inferno,1,0,0,0,1,
tempo,72,Inferno,1,0,0,0,1,
de,72,Inferno,1,0,0,0,1,
li,72,Inferno,1,0,0,0,1,
dèi,72,Inferno,1,0,0,0,0,
falsi,72,Inferno,1,0,0,0,0,
e,72,Inferno,1,0,0,0,1,
bugiardi,72,Inferno,1,1,0,0,0,ardi
poeta,73,Inferno,1,0,0,0,0,
fui,73,Inferno,1,0,0,0,1,
e,73,Inferno,1,0,0,0,1,
cantai,73,Inferno,1,0,0,0,0,
di,73,Inferno,1,0,0,0,1,
quel,73,Inferno,1,0,0,0,1,
giusto,73,Inferno,1,1,0,0,0,usto
figliuol,74,Inferno,1,0,0,0,0,
d'anchise,74,Inferno,1,0,0,0,0,
che,74,Inferno,1,0,0,0,1,
venne,74,Inferno,1,0,0,0,0,
di,74,Inferno,1,0,0,0,1,
troia,74,Inferno,1,1,0,0,0,ia
poi,75,Inferno,1,0,0,0,1,
che,75,Inferno,1,0,0,0,1,
'l,75,Inferno,1,0,0,0,1,
superbo,75,Inferno,1,0,0,0,0,
ilïón,75,Inferno,1,0,0,0,0,
fu,75,Inferno,1,0,0,0,1,
combusto,75,Inferno,1,1,0,0,0,usto
ma,76,Inferno,1,0,0,0,0,
tu,76,Inferno,1,0,0,0,1,
perché,76,Inferno,1,0,0,0,1,
ritorni,76,Inferno,1,0,0,0,0,
a,76,Inferno,1,0,0,0,1,
tanta,76,Inferno,1,0,0,0,0,
noia,76,Inferno,1,1,0,0,0,ia
perché,77,Inferno,1,0,0,0,1,
non,77,Inferno,1,0,0,0,1,
sali,77,Inferno,1,0,0,0,0,
il,77,Inferno,1,0,0,0,1,
dilettoso,77,Inferno,1,0,0,0,0,
monte,77,Inferno,1,1,0,0,0,onte
ch'è,78,Inferno,1,0,0,0,0,
principio,78,Inferno,1,0,0,0,0,
e,78,Inferno,1,0,0,0,1,
cagion,78,Inferno,1,0,0,0,0,
di,78,Inferno,1,0,0,0,1,
tutta,78,Inferno,1,0,0,0,1,
gioia,78,Inferno,1,0,0,1,0,
or,79,Inferno,1,0,1,0,0,
se',79,Inferno,1,0,0,0,0,
tu,79,Inferno,1,0,0,0,1,
quel,79,Inferno,1,0,0,0,1,
virgilio,79,Inferno,1,0,0,0,0,
e,79,Inferno,1,0,0,0,1,
quella,79,Inferno,1,0,0,0,1,
fonte,79,Inferno,1,1,0,0,0,onte
che,80,Inferno,1,0,0,0,1,
spandi,80,Inferno,1,0,0,0,0,
di,80,Inferno,1,0,0,0,1,
parlar,80,Inferno,1,0,0,0,0,
sì,80,Inferno,1,0,0,0,1,
largo,80,Inferno,1,0,0,0,0,
fiume,80,Inferno,1,0,0,1,0,
rispuos',81,Inferno,1,0,0,0,0,
io,81,Inferno,1,0,0,0,1,
lui,81,Inferno,1,0,0,0,1,
con,81,Inferno,1,0,0,0,1,
vergognosa,81,Inferno,1,0,0,0,0,
fronte,81,Inferno,1,1,0,0,0,onte
o,82,Inferno,1,0,1,0,0,
de,82,Inferno,1,0,0,0,1,
li,82,Inferno,1,0,0,0,1,
altri,82,Inferno,1,0,0,0,1,
poeti,82,Inferno,1,0,0,0,0,
onore,82,Inferno,1,0,0,0,0,
e,82,Inferno,1,0,0,0,1,
lume,82,Inferno,1,1,0,0,0,ume
vagliami,83,Inferno,1,0,0,0,0,
'l,83,Inferno,1,0,0,0,1,
lungo,83,Inferno,1,0,0,0,1,
studio,83,Inferno,1,0,0,0,0,
e,83,Inferno,1,0,0,0,1,
'l,83,Inferno,1,0,0,0,1,
grande,83,Inferno,1,0,0,0,1,
amore,83,Inferno,1,1,0,0,0,ore
che,84,Inferno,1,0,0,0,1,
m'ha,84,Inferno,1,0,0,0,0,
fatto,84,Inferno,1,0,0,0,1,
cercar,84,Inferno,1,0,0,0,0,
lo,84,Inferno,1,0,0,0,1,
tuo,84,Inferno,1,0,0,0,1,
volume,84,Inferno,1,1,0,0,0,ume
tu,85,Inferno,1,0,0,0,0,
se',85,Inferno,1,0,0,0,0,
lo,85,Inferno,1,0,0,0,1,
mio,85,Inferno,1,0,0,0,1,
maestro,85,Inferno,1,0,0,0,0,
e,85,Inferno,1,0,0,0,1,
'l,85,Inferno,1,0,0,0,1,
mio,85,Inferno,1,0,0,0,1,
autore,85,Inferno,1,1,0,0,0,ore
tu,86,Inferno,1,0,0,0,1,
se',86,Inferno,1,0,0,0,0,
solo,86,Inferno,1,0,0,0,1,
colui,86,Inferno,1,0,0,0,1,
da,86,Inferno,1,0,0,0,1,
cu',86,Inferno,1,0,0,0,0,
io,86,Inferno,1,0,0,0,1,
tolsi,86,Inferno,1,1,0,0,0,olsi
lo,87,Inferno,1,0,0,0,1,
bello,87,Inferno,1,0,0,0,0,
stilo,87,Inferno,1,0,0,0,0,
che,87,Inferno,1,0,0,0,1,
m'ha,87,Inferno,1,0,0,0,0,
fatto,87,Inferno,1,0,0,0,1,
onore,87,Inferno,1,1,0,0,0,ore
vedi,88,Inferno,1,0,0,0,0,
la,88,Inferno,1,0,0,0,1,
bestia,88,Inferno,1,0,0,0,0,
per,88,Inferno,1,0,0,0,1,
cu',88,Inferno,1,0,0,0,0,
io,88,Inferno,1,0,0,0,1,
mi,88,Inferno,1,0,0,0,1,
volsi,88,Inferno,1,1,0,0,0,olsi
aiutami,89,Inferno,1,0,0,0,0,
da,89,Inferno,1,0,0,0,1,
lei,89,Inferno,1,0,0,0,1,
famoso,89,Inferno,1,0,0,0,0,
saggio,89,Inferno,1,1,0,0,0,io
ch'ella,90,Inferno,1,0,0,0,0,
mi,90,Inferno,1,0,0,0,1,
fa,90,Inferno,1,0,0,0,1,
tremar,90,Inferno,1,0,0,0,0,
le,90,Inferno,1,0,0,0,1,
vene,90,Inferno,1,0,0,0,0,
e,90,Inferno,1,0,0,0,1,
i,90,Inferno,1,0,0,0,1,
polsi,90,Inferno,1,0,0,1,0,
a,91,Inferno,1,0,1,0,0,
te,91,Inferno,1,0,0,0,1,
convien,91,Inferno,1,0,0,0,0,
tenere,91,Inferno,1,0,0,0,0,
altro,91,Inferno,1,0,0,0,1,
vïaggio,91,Inferno,1,0,0,1,0,
rispuose,92,Inferno,1,0,0,0,0,
poi,92,Inferno,1,0,0,0,1,
che,92,Inferno,1,0,0,0,1,
lagrimar,92,Inferno,1,0,0,0,0,
mi,92,Inferno,1,0,0,0,1,
vide,92,Inferno,1,1,0,0,0,ide
se,93,Inferno,1,0,1,0,1,
vuo',93,Inferno,1,0,0,0,0,
campar,93,Inferno,1,0,0,0,0,
d'esto,93,Inferno,1,0,0,0,0,
loco,93,Inferno,1,0,0,0,0,
selvaggio,93,Inferno,1,1,0,0,0,io
ché,94,Inferno,1,0,0,0,1,
questa,94,Inferno,1,0,0,0,1,
bestia,94,Inferno,1,0,0,0,0,
per,94,Inferno,1,0,0,0,1,
