word,verse_num,cantica,canto,rhyme?,start_quote,end_quote,stop_word,rhyme_scheme
tacque,82,Purgatorio,30,0,0,0,0,
e,82,Purgatorio,30,0,0,0,1,
li,82,Purgatorio,30,0,0,0,1,
angeli,82,Purgatorio,30,0,0,0,0,
cantaro,82,Purgatorio,30,1,0,0,0,aro
di,83,Purgatorio,30,0,0,0,1,
sùbito,83,Purgatorio,30,0,0,0,0,
in,83,Purgatorio,30,0,1,0,0,
te,83,Purgatorio,30,0,0,0,1,
domine,83,Purgatorio,30,0,0,0,0,
speravi,83,Purgatorio,30,0,0,1,0,
ma,84,Purgatorio,30,0,0,0,1,
oltre,84,Purgatorio,30,0,0,0,1,
pedes,84,Purgatorio,30,0,1,0,0,
meos,84,Purgatorio,30,0,0,1,0,
non,84,Purgatorio,30,0,0,0,1,
passaro,84,Purgatorio,30,1,0,0,0,aro
sì,85,Purgatorio,30,0,0,0,0,
come,85,Purgatorio,30,0,0,0,1,
neve,85,Purgatorio,30,0,0,0,0,
tra,85,Purgatorio,30,0,0,0,1,
le,85,Purgatorio,30,0,0,0,1,
vive,85,Purgatorio,30,0,0,0,0,
travi,85,Purgatorio,30,1,0,0,0,avi
per,86,Purgatorio,30,0,0,0,1,
lo,86,Purgatorio,30,0,0,0,1,
dosso,86,Purgatorio,30,0,0,0,0,
d'italia,86,Purgatorio,30,0,0,0,0,
si,86,Purgatorio,30,0,0,0,1,
congela,86,Purgatorio,30,1,0,0,0,ela
soffiata,87,Purgatorio,30,0,0,0,0,
e,87,Purgatorio,30,0,0,0,1,
stretta,87,Purgatorio,30,0,0,0,0,
da,87,Purgatorio,30,0,0,0,1,
li,87,Purgatorio,30,0,0,0,1,
venti,87,Purgatorio,30,0,0,0,0,
schiavi,87,Purgatorio,30,1,0,0,0,avi
poi,88,Purgatorio,30,0,0,0,1,
liquefatta,88,Purgatorio,30,0,0,0,0,
in,88,Purgatorio,30,0,0,0,1,
sé,88,Purgatorio,30,0,0,0,0,
stessa,88,Purgatorio,30,0,0,0,1,
trapela,88,Purgatorio,30,1,0,0,0,ela
pur,89,Purgatorio,30,0,0,0,0,
che,89,Purgatorio,30,0,0,0,1,
la,89,Purgatorio,30,0,0,0,1,
terra,89,Purgatorio,30,0,0,0,0,
che,89,Purgatorio,30,0,0,0,1,
perde,89,Purgatorio,30,0,0,0,0,
ombra,89,Purgatorio,30,0,0,0,0,
spiri,89,Purgatorio,30,1,0,0,0,iri
sì,90,Purgatorio,30,0,0,0,1,
che,90,Purgatorio,30,0,0,0,1,
par,90,Purgatorio,30,0,0,0,0,
foco,90,Purgatorio,30,0,0,0,0,
fonder,90,Purgatorio,30,0,0,0,0,
la,90,Purgatorio,30,0,0,0,1,
candela,90,Purgatorio,30,1,0,0,0,ela
così,91,Purgatorio,30,0,0,0,1,
fui,91,Purgatorio,30,0,0,0,1,
sanza,91,Purgatorio,30,0,0,0,0,
lagrime,91,Purgatorio,30,0,0,0,0,
e,91,Purgatorio,30,0,0,0,1,
sospiri,91,Purgatorio,30,1,0,0,0,iri
anzi,92,Purgatorio,30,0,0,0,0,
'l,92,Purgatorio,30,0,0,0,1,
cantar,92,Purgatorio,30,0,0,0,0,
di,92,Purgatorio,30,0,0,0,1,
quei,92,Purgatorio,30,0,0,0,0,
che,92,Purgatorio,30,0,0,0,1,
notan,92,Purgatorio,30,0,0,0,0,
sempre,92,Purgatorio,30,1,0,0,1,empre
dietro,93,Purgatorio,30,0,0,0,1,
a,93,Purgatorio,30,0,0,0,1,
le,93,Purgatorio,30,0,0,0,1,
note,93,Purgatorio,30,0,0,0,0,
de,93,Purgatorio,30,0,0,0,1,
li,93,Purgatorio,30,0,0,0,1,
etterni,93,Purgatorio,30,0,0,0,0,
giri,93,Purgatorio,30,1,0,0,0,iri
ma,94,Purgatorio,30,0,0,0,1,
poi,94,Purgatorio,30,0,0,0,1,
che,94,Purgatorio,30,0,0,0,1,
'ntesi,94,Purgatorio,30,0,0,0,0,
ne,94,Purgatorio,30,0,0,0,1,
le,94,Purgatorio,30,0,0,0,1,
dolci,94,Purgatorio,30,0,0,0,0,
tempre,94,Purgatorio,30,1,0,0,0,empre
lor,95,Purgatorio,30,0,0,0,0,
compartire,95,Purgatorio,30,0,0,0,0,
a,95,Purgatorio,30,0,0,0,1,
me,95,Purgatorio,30,0,0,0,1,
par,95,Purgatorio,30,0,0,0,0,
che,95,Purgatorio,30,0,0,0,1,
se,95,Purgatorio,30,0,0,0,1,
detto,95,Purgatorio,30,1,0,0,1,etto
avesser,96,Purgatorio,30,0,0,0,0,
donna,96,Purgatorio,30,0,1,0,0,
perché,96,Purgatorio,30,0,0,0,1,
sì,96,Purgatorio,30,0,0,0,1,
lo,96,Purgatorio,30,0,0,0,1,
stempre,96,Purgatorio,30,0,0,1,0,
lo,97,Purgatorio,30,0,0,0,1,
gel,97,Purgatorio,30,0,0,0,0,
che,97,Purgatorio,30,0,0,0,1,
m'era,97,Purgatorio,30,0,0,0,0,
intorno,97,Purgatorio,30,0,0,0,1,
al,97,Purgatorio,30,0,0,0,1,
cor,97,Purgatorio,30,0,0,0,0,
ristretto,97,Purgatorio,30,1,0,0,0,etto
spirito,98,Purgatorio,30,0,0,0,0,
e,98,Purgatorio,30,0,0,0,1,
acqua,98,Purgatorio,30,0,0,0,0,
fessi,98,Purgatorio,30,0,0,0,0,
e,98,Purgatorio,30,0,0,0,1,
con,98,Purgatorio,30,0,0,0,1,
angoscia,98,Purgatorio,30,1,0,0,0,ia
de,99,Purgatorio,30,0,0,0,1,
la,99,Purgatorio,30,0,0,0,1,
bocca,99,Purgatorio,30,0,0,0,0,
e,99,Purgatorio,30,0,0,0,1,
de,99,Purgatorio,30,0,0,0,1,
li,99,Purgatorio,30,0,0,0,1,
occhi,99,Purgatorio,30,0,0,0,0,
uscì,99,Purgatorio,30,0,0,0,0,
del,99,Purgatorio,30,0,0,0,1,
petto,99,Purgatorio,30,1,0,0,0,etto
ella,100,Purgatorio,30,0,0,0,0,
pur,100,Purgatorio,30,0,0,0,0,
ferma,100,Purgatorio,30,0,0,0,0,
in,100,Purgatorio,30,0,0,0,1,
su,100,Purgatorio,30,0,0,0,1,
la,100,Purgatorio,30,0,0,0,1,
detta,100,Purgatorio,30,0,0,0,0,
coscia,100,Purgatorio,30,1,0,0,0,ia
del,101,Purgatorio,30,0,0,0,1,
carro,101,Purgatorio,30,0,0,0,0,
stando,101,Purgatorio,30,0,0,0,1,
a,101,Purgatorio,30,0,0,0,1,
le,101,Purgatorio,30,0,0,0,1,
sustanze,101,Purgatorio,30,0,0,0,0,
pie,101,Purgatorio,30,1,0,0,0,ie
volse,102,Purgatorio,30,0,0,0,0,
le,102,Purgatorio,30,0,0,0,1,
sue,102,Purgatorio,30,0,0,0,1,
parole,102,Purgatorio,30,0,0,0,0,
così,102,Purgatorio,30,0,0,0,1,
poscia,102,Purgatorio,30,1,0,0,0,ia
voi,103,Purgatorio,30,0,1,0,0,
vigilate,103,Purgatorio,30,0,0,0,0,
ne,103,Purgatorio,30,0,0,0,1,
l'etterno,103,Purgatorio,30,0,0,0,0,
die,103,Purgatorio,30,1,0,0,0,ie
sì,104,Purgatorio,30,0,0,0,1,
che,104,Purgatorio,30,0,0,0,1,
notte,104,Purgatorio,30,0,0,0,0,
né,104,Purgatorio,30,0,0,0,0,
sonno,104,Purgatorio,30,0,0,0,0,
a,104,Purgatorio,30,0,0,0,1,
voi,104,Purgatorio,30,0,0,0,1,
non,104,Purgatorio,30,0,0,0,1,
fura,104,Purgatorio,30,1,0,0,0,ura
passo,105,Purgatorio,30,0,0,0,0,
che,105,Purgatorio,30,0,0,0,1,
faccia,105,Purgatorio,30,0,0,0,1,
il,105,Purgatorio,30,0,0,0,1,
secol,105,Purgatorio,30,0,0,0,0,
per,105,Purgatorio,30,0,0,0,1,
sue,105,Purgatorio,30,0,0,0,1,
vie,105,Purgatorio,30,1,0,0,0,ie
onde,106,Purgatorio,30,0,0,0,0,
la,106,Purgatorio,30,0,0,0,1,
mia,106,Purgatorio,30,0,0,0,1,
risposta,106,Purgatorio,30,0,0,0,0,
è,106,Purgatorio,30,0,0,0,1,
con,106,Purgatorio,30,0,0,0,1,
più,106,Purgatorio,30,0,0,0,1,
cura,106,Purgatorio,30,1,0,0,0,ura
che,107,Purgatorio,30,0,0,0,1,
m'intenda,107,Purgatorio,30,0,0,0,0,
colui,107,Purgatorio,30,0,0,0,1,
che,107,Purgatorio,30,0,0,0,1,
di,107,Purgatorio,30,0,0,0,1,
là,107,Purgatorio,30,0,0,0,1,
piagne,107,Purgatorio,30,1,0,0,0,agne
perché,108,Purgatorio,30,0,0,0,1,
sia,108,Purgatorio,30,0,0,0,1,
colpa,108,Purgatorio,30,0,0,0,0,
e,108,Purgatorio,30,0,0,0,1,
duol,108,Purgatorio,30,0,0,0,0,
d'una,108,Purgatorio,30,0,0,0,0,
misura,108,Purgatorio,30,1,0,0,0,ura
non,109,Purgatorio,30,0,0,0,0,
pur,109,Purgatorio,30,0,0,0,0,
per,109,Purgatorio,30,0,0,0,1,
ovra,109,Purgatorio,30,0,0,0,0,
de,109,Purgatorio,30,0,0,0,1,
le,109,Purgatorio,30,0,0,0,1,
rote,109,Purgatorio,30,0,0,0,0,
magne,109,Purgatorio,30,1,0,0,0,agne
che,110,Purgatorio,30,0,0,0,1,
drizzan,110,Purgatorio,30,0,0,0,0,
ciascun,110,Purgatorio,30,0,0,0,0,
seme,110,Purgatorio,30,0,0,0,0,
ad,110,Purgatorio,30,0,0,0,1,
alcun,110,Purgatorio,30,0,0,0,0,
fine,110,Purgatorio,30,1,0,0,1,ine
secondo,111,Purgatorio,30,0,0,0,1,
che,111,Purgatorio,30,0,0,0,1,
le,111,Purgatorio,30,0,0,0,1,
stelle,111,Purgatorio,30,0,0,0,0,
son,111,Purgatorio,30,0,0,0,1,
compagne,111,Purgatorio,30,1,0,0,0,agne
ma,112,Purgatorio,30,0,0,0,1,
per,112,Purgatorio,30,0,0,0,1,
larghezza,112,Purgatorio,30,0,0,0,0,
di,112,Purgatorio,30,0,0,0,1,
grazie,112,Purgatorio,30,0,0,0,1,
divine,112,Purgatorio,30,1,0,0,0,ine
che,113,Purgatorio,30,0,0,0,1,
sì,113,Purgatorio,30,0,0,0,1,
alti,113,Purgatorio,30,0,0,0,0,
vapori,113,Purgatorio,30,0,0,0,0,
hanno,113,Purgatorio,30,0,0,0,1,
a,113,Purgatorio,30,0,0,0,1,
lor,113,Purgatorio,30,0,0,0,0,
piova,113,Purgatorio,30,1,0,0,0,ova
che,114,Purgatorio,30,0,0,0,1,
nostre,114,Purgatorio,30,0,0,0,1,
viste,114,Purgatorio,30,0,0,0,0,
là,114,Purgatorio,30,0,0,0,1,
non,114,Purgatorio,30,0,0,0,1,
van,114,Purgatorio,30,0,0,0,0,
vicine,114,Purgatorio,30,1,0,0,0,ine
questi,115,Purgatorio,30,0,0,0,1,
fu,115,Purgatorio,30,0,0,0,1,
tal,115,Purgatorio,30,0,0,0,1,
ne,115,Purgatorio,30,0,0,0,1,
la,115,Purgatorio,30,0,0,0,1,
sua,115,Purgatorio,30,0,0,0,1,
vita,115,Purgatorio,30,0,0,0,1,
nova,115,Purgatorio,30,1,0,0,0,ova
virtüalmente,116,Purgatorio,30,0,0,0,0,
ch'ogne,116,Purgatorio,30,0,0,0,0,
abito,116,Purgatorio,30,0,0,0,0,
destro,116,Purgatorio,30,1,0,0,0,estro
fatto,117,Purgatorio,30,0,0,0,1,
averebbe,117,Purgatorio,30,0,0,0,0,
in,117,Purgatorio,30,0,0,0,1,
lui,117,Purgatorio,30,0,0,0,1,
mirabil,117,Purgatorio,30,0,0,0,0,
prova,117,Purgatorio,30,1,0,0,0,ova
ma,118,Purgatorio,30,0,0,0,0,
tanto,118,Purgatorio,30,0,0,0,1,
più,118,Purgatorio,30,0,0,0,1,
maligno,118,Purgatorio,30,0,0,0,0,
e,118,Purgatorio,30,0,0,0,1,
più,118,Purgatorio,30,0,0,0,1,
silvestro,118,Purgatorio,30,1,0,0,0,estro
si,119,Purgatorio,30,0,0,0,1,
fa,119,Purgatorio,30,0,0,0,1,
'l,119,Purgatorio,30,0,0,0,1,
terren,119,Purgatorio,30,0,0,0,0,
col,119,Purgatorio,30,0,0,0,1,
mal,119,Purgatorio,30,0,0,0,0,
seme,119,Purgatorio,30,0,0,0,0,
e,119,Purgatorio,30,0,0,0,1,
non,119,Purgatorio,30,0,0,0,1,
cólto,119,Purgatorio,30,1,0,0,0,cólto
quant',120,Purgatorio,30,0,0,0,0,
elli,120,Purgatorio,30,0,0,0,1,
ha,120,Purgatorio,30,0,0,0,1,
più,120,Purgatorio,30,0,0,0,1,
di,120,Purgatorio,30,0,0,0,1,
buon,120,Purgatorio,30,0,0,0,0,
vigor,120,Purgatorio,30,0,0,0,0,
terrestro,120,Purgatorio,30,1,0,0,0,estro
alcun,121,Purgatorio,30,0,0,0,0,
tempo,121,Purgatorio,30,0,0,0,1,
il,121,Purgatorio,30,0,0,0,1,
sostenni,121,Purgatorio,30,0,0,0,0,
col,121,Purgatorio,30,0,0,0,1,
mio,121,Purgatorio,30,0,0,0,1,
volto,121,Purgatorio,30,1,0,0,0,olto
mostrando,122,Purgatorio,30,0,0,0,0,
li,122,Purgatorio,30,0,0,0,1,
occhi,122,Purgatorio,30,0,0,0,0,
giovanetti,122,Purgatorio,30,0,0,0,0,
a,122,Purgatorio,30,0,0,0,1,
lui,122,Purgatorio,30,1,0,0,1,ui
meco,123,Purgatorio,30,0,0,0,0,
il,123,Purgatorio,30,0,0,0,1,
menava,123,Purgatorio,30,0,0,0,0,
in,123,Purgatorio,30,0,0,0,1,
dritta,123,Purgatorio,30,0,0,0,0,
parte,123,Purgatorio,30,0,0,0,1,
vòlto,123,Purgatorio,30,1,0,0,0,òlto
sì,124,Purgatorio,30,0,0,0,0,
tosto,124,Purgatorio,30,0,0,0,0,
come,124,Purgatorio,30,0,0,0,1,
in,124,Purgatorio,30,0,0,0,1,
su,124,Purgatorio,30,0,0,0,1,
la,124,Purgatorio,30,0,0,0,1,
soglia,124,Purgatorio,30,0,0,0,0,
fui,124,Purgatorio,30,1,0,0,1,ui
di,125,Purgatorio,30,0,0,0,1,
mia,125,Purgatorio,30,0,0,0,1,
seconda,125,Purgatorio,30,0,0,0,0,
etade,125,Purgatorio,30,0,0,0,0,
e,125,Purgatorio,30,0,0,0,1,
mutai,125,Purgatorio,30,0,0,0,0,
vita,125,Purgatorio,30,1,0,0,1,ita
questi,126,Purgatorio,30,0,0,0,1,
si,126,Purgatorio,30,0,0,0,1,
tolse,126,Purgatorio,30,0,0,0,0,
a,126,Purgatorio,30,0,0,0,1,
me,126,Purgatorio,30,0,0,0,1,
e,126,Purgatorio,30,0,0,0,1,
diessi,126,Purgatorio,30,0,0,0,0,
altrui,126,Purgatorio,30,1,0,0,1,ui
quando,127,Purgatorio,30,0,0,0,0,
di,127,Purgatorio,30,0,0,0,1,
carne,127,Purgatorio,30,0,0,0,0,
a,127,Purgatorio,30,0,0,0,1,
spirto,127,Purgatorio,30,0,0,0,0,
era,127,Purgatorio,30,0,0,0,1,
salita,127,Purgatorio,30,1,0,0,0,ita
e,128,Purgatorio,30,0,0,0,1,
bellezza,128,Purgatorio,30,0,0,0,0,
e,128,Purgatorio,30,0,0,0,1,
virtù,128,Purgatorio,30,0,0,0,0,
cresciuta,128,Purgatorio,30,0,0,0,0,
m'era,128,Purgatorio,30,1,0,0,0,era
fu',129,Purgatorio,30,0,0,0,0,
io,129,Purgatorio,30,0,0,0,1,
a,129,Purgatorio,30,0,0,0,1,
lui,129,Purgatorio,30,0,0,0,1,
men,129,Purgatorio,30,0,0,0,0,
cara,129,Purgatorio,30,0,0,0,0,
e,129,Purgatorio,30,0,0,0,1,
men,129,Purgatorio,30,0,0,0,0,
gradita,129,Purgatorio,30,1,0,0,0,ita
e,130,Purgatorio,30,0,0,0,1,
volse,130,Purgatorio,30,0,0,0,0,
i,130,Purgatorio,30,0,0,0,1,
passi,130,Purgatorio,30,0,0,0,0,
suoi,130,Purgatorio,30,0,0,0,1,
per,130,Purgatorio,30,0,0,0,1,
via,130,Purgatorio,30,0,0,0,0,
non,130,Purgatorio,30,0,0,0,1,
vera,130,Purgatorio,30,1,0,0,0,era
imagini,131,Purgatorio,30,0,0,0,0,
di,131,Purgatorio,30,0,0,0,1,
ben,131,Purgatorio,30,0,0,0,1,
seguendo,131,Purgatorio,30,0,0,0,0,
false,131,Purgatorio,30,1,0,0,0,alse
che,132,Purgatorio,30,0,0,0,1,
nulla,132,Purgatorio,30,0,0,0,1,
promession,132,Purgatorio,30,0,0,0,0,
rendono,132,Purgatorio,30,0,0,0,0,
intera,132,Purgatorio,30,1,0,0,0,era
né,133,Purgatorio,30,0,0,0,0,
l'impetrare,133,Purgatorio,30,0,0,0,0,
ispirazion,133,Purgatorio,30,0,0,0,0,
mi,133,Purgatorio,30,0,0,0,1,
valse,133,Purgatorio,30,1,0,0,0,alse
con,134,Purgatorio,30,0,0,0,1,
le,134,Purgatorio,30,0,0,0,1,
quali,134,Purgatorio,30,0,0,0,1,
e,134,Purgatorio,30,0,0,0,1,
in,134,Purgatorio,30,0,0,0,1,
sogno,134,Purgatorio,30,0,0,0,0,
e,134,Purgatorio,30,0,0,0,1,
altrimenti,134,Purgatorio,30,1,0,0,1,enti
lo,135,Purgatorio,30,0,0,0,1,
rivocai,135,Purgatorio,30,0,0,0,0,
sì,135,Purgatorio,30,0,0,0,1,
poco,135,Purgatorio,30,0,0,0,1,
a,135,Purgatorio,30,0,0,0,1,
lui,135,Purgatorio,30,0,0,0,1,
ne,135,Purgatorio,30,0,0,0,1,
calse,135,Purgatorio,30,1,0,0,0,alse
tanto,136,Purgatorio,30,0,0,0,0,
giù,136,Purgatorio,30,0,0,0,0,
cadde,136,Purgatorio,30,0,0,0,0,
che,136,Purgatorio,30,0,0,0,1,
tutti,136,Purgatorio,30,0,0,0,1,
argomenti,136,Purgatorio,30,1,0,0,0,enti
a,137,Purgatorio,30,0,0,0,1,
la,137,Purgatorio,30,0,0,0,1,
salute,137,Purgatorio,30,0,0,0,0,
sua,137,Purgatorio,30,0,0,0,1,
eran,137,Purgatorio,30,0,0,0,0,
già,137,Purgatorio,30,0,0,0,1,
corti,137,Purgatorio,30,1,0,0,0,orti
fuor,138,Purgatorio,30,0,0,0,0,
che,138,Purgatorio,30,0,0,0,1,
mostrarli,138,Purgatorio,30,0,0,0,0,
le,138,Purgatorio,30,0,0,0,1,
perdute,138,Purgatorio,30,0,0,0,0,
genti,138,Purgatorio,30,1,0,0,0,enti
per,139,Purgatorio,30,0,0,0,0,
questo,139,Purgatorio,30,0,0,0,1,
visitai,139,Purgatorio,30,0,0,0,0,
l'uscio,139,Purgatorio,30,0,0,0,0,
d'i,139,Purgatorio,30,0,0,0,0,
morti,139,Purgatorio,30,1,0,0,0,orti
e,140,Purgatorio,30,0,0,0,1,
a,140,Purgatorio,30,0,0,0,1,
colui,140,Purgatorio,30,0,0,0,1,
che,140,Purgatorio,30,0,0,0,1,
l'ha,140,Purgatorio,30,0,0,0,0,
qua,140,Purgatorio,30,0,0,0,1,
sù,140,Purgatorio,30,0,0,0,0,
condotto,140,Purgatorio,30,1,0,0,0,otto
li,141,Purgatorio,30,0,0,0,1,
preghi,141,Purgatorio,30,0,0,0,0,
miei,141,Purgatorio,30,0,0,0,1,
piangendo,141,Purgatorio,30,0,0,0,0,
furon,141,Purgatorio,30,0,0,0,0,
porti,141,Purgatorio,30,1,0,0,0,orti
alto,142,Purgatorio,30,0,0,0,0,
fato,142,Purgatorio,30,0,0,0,0,
di,142,Purgatorio,30,0,0,0,1,
dio,142,Purgatorio,30,0,0,0,0,
sarebbe,142,Purgatorio,30,0,0,0,1,
rotto,142,Purgatorio,30,1,0,0,0,otto
se,143,Purgatorio,30,0,0,0,1,
letè,143,Purgatorio,30,0,0,0,0,
si,143,Purgatorio,30,0,0,0,1,
passasse,143,Purgatorio,30,0,0,0,0,
e,143,Purgatorio,30,0,0,0,1,
tal,143,Purgatorio,30,0,0,0,1,
vivanda,143,Purgatorio,30,1,0,0,0,anda
fosse,144,Purgatorio,30,0,0,0,1,
gustata,144,Purgatorio,30,0,0,0,0,
sanza,144,Purgatorio,30,0,0,0,0,
alcuno,144,Purgatorio,30,0,0,0,1,
scotto,144,Purgatorio,30,1,0,0,0,otto
di,145,Purgatorio,30,0,0,0,1,
pentimento,145,Purgatorio,30,0,0,0,0,
che,145,Purgatorio,30,0,0,0,1,
lagrime,145,Purgatorio,30,0,0,0,0,
spanda,145,Purgatorio,30,0,0,1,0,
o,1,Purgatorio,31,0,1,0,0,
tu,1,Purgatorio,31,0,0,0,1,
che,1,Purgatorio,31,0,0,0,1,
se',1,Purgatorio,31,0,0,0,0,
di,1,Purgatorio,31,0,0,0,1,
là,1,Purgatorio,31,0,0,0,1,
dal,1,Purgatorio,31,0,0,0,1,
fiume,1,Purgatorio,31,0,0,0,0,
sacro,1,Purgatorio,31,0,0,1,0,
volgendo,2,Purgatorio,31,0,0,0,0,
suo,2,Purgatorio,31,0,0,0,1,
parlare,2,Purgatorio,31,0,0,0,0,
a,2,Purgatorio,31,0,0,0,1,
me,2,Purgatorio,31,0,0,0,1,
per,2,Purgatorio,31,0,0,0,1,
punta,2,Purgatorio,31,1,0,0,0,unta
che,3,Purgatorio,31,0,0,0,1,
pur,3,Purgatorio,31,0,0,0,0,
per,3,Purgatorio,31,0,0,0,1,
taglio,3,Purgatorio,31,0,0,0,0,
m'era,3,Purgatorio,31,0,0,0,0,
paruto,3,Purgatorio,31,0,0,0,0,
acro,3,Purgatorio,31,1,0,0,0,acro
ricominciò,4,Purgatorio,31,0,0,0,0,
seguendo,4,Purgatorio,31,0,0,0,0,
sanza,4,Purgatorio,31,0,0,0,0,
cunta,4,Purgatorio,31,1,0,0,0,unta
dì,5,Purgatorio,31,0,1,0,0,
dì,5,Purgatorio,31,0,0,0,0,
se,5,Purgatorio,31,0,0,0,1,
questo,5,Purgatorio,31,0,0,0,1,
è,5,Purgatorio,31,0,0,0,1,
vero,5,Purgatorio,31,0,0,0,0,
a,5,Purgatorio,31,0,0,0,1,
tanta,5,Purgatorio,31,0,0,0,0,
accusa,5,Purgatorio,31,1,0,0,0,usa
tua,6,Purgatorio,31,0,0,0,1,
confession,6,Purgatorio,31,0,0,0,0,
conviene,6,Purgatorio,31,0,0,0,0,
esser,6,Purgatorio,31,0,0,0,1,
congiunta,6,Purgatorio,31,0,0,1,0,
era,7,Purgatorio,31,0,0,0,0,
la,7,Purgatorio,31,0,0,0,1,
mia,7,Purgatorio,31,0,0,0,1,
virtù,7,Purgatorio,31,0,0,0,0,
tanto,7,Purgatorio,31,0,0,0,1,
confusa,7,Purgatorio,31,1,0,0,0,usa
che,8,Purgatorio,31,0,0,0,1,
la,8,Purgatorio,31,0,0,0,1,
voce,8,Purgatorio,31,0,0,0,0,
si,8,Purgatorio,31,0,0,0,1,
mosse,8,Purgatorio,31,0,0,0,0,
e,8,Purgatorio,31,0,0,0,1,
pria,8,Purgatorio,31,0,0,0,0,
si,8,Purgatorio,31,0,0,0,1,
spense,8,Purgatorio,31,1,0,0,0,ense
che,9,Purgatorio,31,0,0,0,1,
da,9,Purgatorio,31,0,0,0,1,
li,9,Purgatorio,31,0,0,0,1,
organi,9,Purgatorio,31,0,0,0,0,
suoi,9,Purgatorio,31,0,0,0,1,
fosse,9,Purgatorio,31,0,0,0,1,
dischiusa,9,Purgatorio,31,1,0,0,0,usa
poco,10,Purgatorio,31,0,0,0,0,
sofferse,10,Purgatorio,31,0,0,0,0,
poi,10,Purgatorio,31,0,0,0,1,
disse,10,Purgatorio,31,0,0,0,1,
che,10,Purgatorio,31,0,1,0,0,
pense,10,Purgatorio,31,1,0,0,0,ense
rispondi,11,Purgatorio,31,0,0,0,0,
a,11,Purgatorio,31,0,0,0,1,
me,11,Purgatorio,31,0,0,0,1,
ché,11,Purgatorio,31,0,0,0,1,
le,11,Purgatorio,31,0,0,0,1,
memorie,11,Purgatorio,31,0,0,0,0,
triste,11,Purgatorio,31,1,0,0,0,iste
in,12,Purgatorio,31,0,0,0,1,
te,12,Purgatorio,31,0,0,0,1,
non,12,Purgatorio,31,0,0,0,1,
sono,12,Purgatorio,31,0,0,0,1,
ancor,12,Purgatorio,31,0,0,0,1,
da,12,Purgatorio,31,0,0,0,1,
l'acqua,12,Purgatorio,31,0,0,0,0,
offense,12,Purgatorio,31,0,0,1,0,
confusione,13,Purgatorio,31,0,0,0,0,
e,13,Purgatorio,31,0,0,0,1,
paura,13,Purgatorio,31,0,0,0,0,
insieme,13,Purgatorio,31,0,0,0,1,
miste,13,Purgatorio,31,1,0,0,0,iste
mi,14,Purgatorio,31,0,0,0,1,
pinsero,14,Purgatorio,31,0,0,0,0,
un,14,Purgatorio,31,0,0,0,1,
tal,14,Purgatorio,31,0,0,0,1,
sì,14,Purgatorio,31,0,1,1,1,
fuor,14,Purgatorio,31,0,0,0,0,
de,14,Purgatorio,31,0,0,0,1,
la,14,Purgatorio,31,0,0,0,1,
bocca,14,Purgatorio,31,1,0,0,0,occa
al,15,Purgatorio,31,0,0,0,1,
quale,15,Purgatorio,31,0,0,0,1,
intender,15,Purgatorio,31,0,0,0,0,
fuor,15,Purgatorio,31,0,0,0,0,
mestier,15,Purgatorio,31,0,0,0,0,
le,15,Purgatorio,31,0,0,0,1,
viste,15,Purgatorio,31,1,0,0,0,iste
come,16,Purgatorio,31,0,0,0,0,
balestro,16,Purgatorio,31,0,0,0,0,
frange,16,Purgatorio,31,0,0,0,0,
quando,16,Purgatorio,31,0,0,0,1,
scocca,16,Purgatorio,31,1,0,0,0,occa
da,17,Purgatorio,31,0,0,0,1,
troppa,17,Purgatorio,31,0,0,0,0,
tesa,17,Purgatorio,31,0,0,0,0,
la,17,Purgatorio,31,0,0,0,1,
sua,17,Purgatorio,31,0,0,0,1,
corda,17,Purgatorio,31,0,0,0,0,
e,17,Purgatorio,31,0,0,0,1,
l'arco,17,Purgatorio,31,1,0,0,0,arco
e,18,Purgatorio,31,0,0,0,1,
con,18,Purgatorio,31,0,0,0,1,
men,18,Purgatorio,31,0,0,0,0,
foga,18,Purgatorio,31,0,0,0,0,
l'asta,18,Purgatorio,31,0,0,0,0,
il,18,Purgatorio,31,0,0,0,1,
segno,18,Purgatorio,31,0,0,0,0,
tocca,18,Purgatorio,31,1,0,0,0,occa
sì,19,Purgatorio,31,0,0,0,1,
scoppia',19,Purgatorio,31,0,0,0,0,
io,19,Purgatorio,31,0,0,0,1,
sottesso,19,Purgatorio,31,0,0,0,0,
grave,19,Purgatorio,31,0,0,0,0,
carco,19,Purgatorio,31,1,0,0,0,arco
fuori,20,Purgatorio,31,0,0,0,1,
sgorgando,20,Purgatorio,31,0,0,0,0,
lagrime,20,Purgatorio,31,0,0,0,0,
e,20,Purgatorio,31,0,0,0,1,
sospiri,20,Purgatorio,31,1,0,0,0,iri
e,21,Purgatorio,31,0,0,0,1,
la,21,Purgatorio,31,0,0,0,1,
voce,21,Purgatorio,31,0,0,0,0,
allentò,21,Purgatorio,31,0,0,0,0,
per,21,Purgatorio,31,0,0,0,1,
lo,21,Purgatorio,31,0,0,0,1,
suo,21,Purgatorio,31,0,0,0,1,
varco,21,Purgatorio,31,1,0,0,0,arco
ond',22,Purgatorio,31,0,0,0,0,
ella,22,Purgatorio,31,0,0,0,1,
a,22,Purgatorio,31,0,0,0,1,
me,22,Purgatorio,31,0,0,0,1,
per,22,Purgatorio,31,0,1,0,0,
entro,22,Purgatorio,31,0,0,0,0,
i,22,Purgatorio,31,0,0,0,1,
mie',22,Purgatorio,31,0,0,0,0,
